sample_index,path,true_label,true_class,predicted_label,predicted_class,confidence,correct,dim1,dim2
14,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_2329.tif,3,Highway,3,Highway,0.9628456830978394,True,9.758634,-59.856495
15,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_2057.tif,9,SeaLake,9,SeaLake,0.99989914894104,True,-12.399856,55.297775
16,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1674.tif,0,AnnualCrop,0,AnnualCrop,0.8173800706863403,True,-34.368847,-18.287092
17,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_1387.tif,9,SeaLake,9,SeaLake,0.9999639987945557,True,-9.284039,54.373325
18,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1109.tif,1,Forest,1,Forest,0.9972004890441895,True,13.880909,31.532513
19,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_799.tif,0,AnnualCrop,0,AnnualCrop,0.8029090762138367,True,-37.20504,-22.796387
20,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2030.tif,0,AnnualCrop,0,AnnualCrop,0.9752010107040405,True,-26.25444,-32.26575
21,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_2697.tif,9,SeaLake,9,SeaLake,0.9999067783355713,True,-13.177961,54.64407
22,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_922.tif,0,AnnualCrop,0,AnnualCrop,0.998068630695343,True,-28.85996,-33.80325
23,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_2337.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9990857839584351,True,-6.9413104,10.234223
24,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Pasture\Pasture_18.tif,5,Pasture,5,Pasture,0.9759718775749207,True,-43.0562,-7.4376154
25,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_1837.tif,4,Industrial,4,Industrial,0.9987426400184631,True,45.176544,-19.282911
26,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_376.tif,9,SeaLake,9,SeaLake,0.9999585151672363,True,-9.833564,54.526886
27,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_1129.tif,7,Residential,7,Residential,0.9999998807907104,True,57.371616,13.434288
28,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_2853.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9954883456230164,True,1.9212782,5.5688148
29,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_1680.tif,6,PermanentCrop,6,PermanentCrop,0.9962702989578247,True,-5.286485,-22.640379
30,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_2920.tif,7,Residential,7,Residential,0.999885082244873,True,42.268425,4.2835727
31,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_859.tif,9,SeaLake,9,SeaLake,0.9997658133506775,True,-9.807354,49.369396
32,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_2348.tif,6,PermanentCrop,6,PermanentCrop,0.9999845027923584,True,-3.3388443,-33.079018
33,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_1643.tif,6,PermanentCrop,6,PermanentCrop,0.9691560864448547,True,-7.2293787,-22.195007
34,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_2229.tif,1,Forest,1,Forest,0.9948083758354187,True,9.409236,32.355053
35,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_555.tif,8,River,8,River,0.9998810291290283,True,-49.17311,23.74723
36,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_1344.tif,3,Highway,3,Highway,0.9962608218193054,True,19.027378,-53.582615
37,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_1198.tif,4,Industrial,4,Industrial,0.9999760389328003,True,42.343155,-27.393057
38,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Pasture\Pasture_1196.tif,5,Pasture,0,AnnualCrop,0.8009070158004761,False,-29.80988,-11.538188
39,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_2004.tif,4,Industrial,4,Industrial,0.991907000541687,True,38.309658,-17.353409
40,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_2584.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9723560214042664,True,-15.71426,4.203569
41,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_2101.tif,1,Forest,1,Forest,0.9005946516990662,True,20.349566,34.724335
42,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_565.tif,0,AnnualCrop,0,AnnualCrop,0.9985315799713135,True,-27.664883,-34.762474
43,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2984.tif,0,AnnualCrop,0,AnnualCrop,0.9902978539466858,True,-29.725082,-25.756308
44,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_1130.tif,3,Highway,3,Highway,0.925399661064148,True,16.688774,-43.769306
45,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_2698.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9949091076850891,True,5.8575544,-3.0821154
46,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1045.tif,1,Forest,1,Forest,0.9994837045669556,True,19.969622,37.02143
47,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_2979.tif,9,SeaLake,9,SeaLake,0.9999992847442627,True,2.2270281,67.42309
48,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_491.tif,3,Highway,3,Highway,0.992508590221405,True,6.3407416,-54.754456
49,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_832.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9841280579566956,True,-13.016318,-2.0463252
50,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1.tif,1,Forest,1,Forest,0.9776645302772522,True,9.020452,21.42631
51,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_651.tif,8,River,8,River,0.9997014403343201,True,-38.604607,30.077606
52,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2833.tif,0,AnnualCrop,0,AnnualCrop,0.9939950108528137,True,-29.830236,-36.338867
53,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_478.tif,7,Residential,7,Residential,0.7484279274940491,True,32.37688,-12.783648
54,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_773.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9878968000411987,True,0.77082163,0.058712535
55,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2516.tif,0,AnnualCrop,0,AnnualCrop,0.9916744828224182,True,-34.936108,-20.273123
56,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_396.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.996775209903717,True,-2.3265896,7.0376315
57,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2533.tif,0,AnnualCrop,6,PermanentCrop,0.8491780757904053,False,-1.3035033,-16.878853
58,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_978.tif,0,AnnualCrop,0,AnnualCrop,0.901016891002655,True,-31.211054,-21.293036
59,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2711.tif,0,AnnualCrop,0,AnnualCrop,0.9946755170822144,True,-41.06301,-30.437834
60,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_1131.tif,6,PermanentCrop,6,PermanentCrop,0.7405689358711243,True,4.6666107,-10.459208
61,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_1196.tif,4,Industrial,4,Industrial,0.9995618462562561,True,35.16526,-24.143307
62,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_606.tif,8,River,8,River,0.996997594833374,True,-40.84382,22.423918
63,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_417.tif,6,PermanentCrop,2,HerbaceousVegetation,0.8637733459472656,False,10.196195,0.15071608
64,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_1540.tif,4,Industrial,4,Industrial,0.9823123812675476,True,31.674082,-16.674547
65,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_573.tif,1,Forest,1,Forest,0.9894723296165466,True,14.73028,21.69199
66,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_336.tif,9,SeaLake,9,SeaLake,0.9690034985542297,True,-13.907151,39.12804
67,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_1798.tif,8,River,8,River,0.9996623992919922,True,-42.69702,26.584724
68,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_2426.tif,9,SeaLake,9,SeaLake,0.9999778270721436,True,-8.525553,59.038826
69,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_88.tif,1,Forest,1,Forest,0.9997499585151672,True,24.052492,40.199924
70,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1323.tif,1,Forest,1,Forest,0.9988924860954285,True,25.147816,28.653643
71,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_1936.tif,9,SeaLake,9,SeaLake,0.9988192915916443,True,-10.96404,40.689495
72,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_397.tif,7,Residential,7,Residential,0.999998927116394,True,49.01988,7.451636
73,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_1747.tif,7,Residential,7,Residential,0.9995455145835876,True,38.10496,6.3492627
74,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Pasture\Pasture_1033.tif,5,Pasture,5,Pasture,0.8104271292686462,True,-27.8851,-6.3023057
75,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_1062.tif,3,Highway,3,Highway,0.9990668892860413,True,12.916589,-56.060852
76,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Pasture\Pasture_547.tif,5,Pasture,5,Pasture,0.9378752708435059,True,-33.16809,-10.170473
77,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_1902.tif,9,SeaLake,9,SeaLake,0.9999940395355225,True,-3.8588793,63.69358
78,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_1071.tif,7,Residential,7,Residential,0.9999998807907104,True,49.255825,11.273039
79,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_542.tif,6,PermanentCrop,6,PermanentCrop,0.9664688110351562,True,-12.675923,-31.20589
80,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_1554.tif,9,SeaLake,9,SeaLake,0.9999998807907104,True,1.5747397,71.18059
81,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_27.tif,7,Residential,7,Residential,0.99993896484375,True,43.148476,5.3516464
82,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_630.tif,9,SeaLake,9,SeaLake,0.9998366832733154,True,-16.185698,52.671894
83,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_618.tif,0,AnnualCrop,0,AnnualCrop,0.999792754650116,True,-37.815697,-33.351723
84,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_290.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9976323843002319,True,-0.8410669,4.3857913
85,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_550.tif,8,River,8,River,0.9861763119697571,True,-37.842117,17.697767
86,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_2626.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.99221271276474,True,-9.764625,2.6065886
87,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_2174.tif,3,Highway,3,Highway,0.9964614510536194,True,19.90052,-47.573402
88,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_669.tif,7,Residential,7,Residential,0.9999603033065796,True,38.823353,0.16334288
89,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_450.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.886500895023346,True,-2.6730816,-7.013026
90,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_2880.tif,9,SeaLake,9,SeaLake,0.9999991655349731,True,1.379469,66.61964
91,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_2641.tif,7,Residential,7,Residential,0.9999511241912842,True,41.66028,12.226774
92,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_330.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9959614872932434,True,6.790252,0.8236762
93,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1411.tif,0,AnnualCrop,0,AnnualCrop,0.991095781326294,True,-27.2596,-29.488472
94,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_1301.tif,9,SeaLake,9,SeaLake,0.9999958276748657,True,-0.3015538,63.90268
95,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_1221.tif,6,PermanentCrop,6,PermanentCrop,0.975543737411499,True,-9.575505,-24.735952
96,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_840.tif,8,River,8,River,0.9999011754989624,True,-42.177887,28.023354
97,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_283.tif,4,Industrial,4,Industrial,0.9789612293243408,True,36.311913,-16.334766
98,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_542.tif,8,River,8,River,0.9979650974273682,True,-37.184555,30.439451
99,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_2820.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.987934947013855,True,7.978007,-1.1348352
100,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Pasture\Pasture_1481.tif,5,Pasture,2,HerbaceousVegetation,0.8975454568862915,False,-18.383736,-1.2819787
101,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_1117.tif,8,River,8,River,0.8735466003417969,True,-35.628376,15.605498
102,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_813.tif,6,PermanentCrop,6,PermanentCrop,0.9185301661491394,True,-8.780295,-23.000315
103,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_730.tif,7,Residential,7,Residential,0.9999929666519165,True,41.511818,11.055999
104,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_363.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9975663423538208,True,-1.5373454,2.480642
105,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_2331.tif,4,Industrial,4,Industrial,0.9997653365135193,True,40.304886,-25.099724
106,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_47.tif,9,SeaLake,9,SeaLake,0.9948214292526245,True,-12.200998,41.641903
107,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_2368.tif,7,Residential,7,Residential,0.9999955892562866,True,42.64197,10.034637
108,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_397.tif,1,Forest,1,Forest,0.9971951246261597,True,17.145432,29.524748
109,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_1996.tif,9,SeaLake,9,SeaLake,0.9999911785125732,True,-4.3343086,63.166042
110,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_303.tif,9,SeaLake,9,SeaLake,0.9902770519256592,True,-12.160462,36.570724
111,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_1321.tif,6,PermanentCrop,6,PermanentCrop,0.999180257320404,True,-0.9662297,-24.264439
112,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_2366.tif,6,PermanentCrop,6,PermanentCrop,0.839564859867096,True,8.019422,-10.704995
113,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_1754.tif,4,Industrial,4,Industrial,0.9998120665550232,True,50.09017,-21.866941
114,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_428.tif,6,PermanentCrop,6,PermanentCrop,0.9995926022529602,True,-3.0426142,-31.827045
115,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_251.tif,9,SeaLake,9,SeaLake,0.9987382292747498,True,-10.004287,41.708538
116,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1003.tif,1,Forest,1,Forest,0.9707489609718323,True,13.541566,26.999496
