sample_index,path,true_label,true_class,predicted_label,predicted_class,confidence,correct,dim1,dim2
10,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_1929.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9999243021011353,True,-5.587772,-1.4284887
11,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_1146.tif,9,SeaLake,9,SeaLake,0.999992847442627,True,16.349348,9.096983
12,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_1805.tif,3,Highway,3,Highway,0.9989331364631653,True,6.639916,6.01995
13,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_947.tif,1,Forest,1,Forest,0.9992604851722717,True,-3.7942715,-9.212174
14,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_2329.tif,3,Highway,3,Highway,0.9628456830978394,True,6.4985886,4.602301
15,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_2057.tif,9,SeaLake,9,SeaLake,0.99989914894104,True,15.141541,8.174174
16,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1674.tif,0,AnnualCrop,0,AnnualCrop,0.8173800706863403,True,2.1383173,-1.4607414
17,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_1387.tif,9,SeaLake,9,SeaLake,0.9999639987945557,True,15.450569,8.597672
18,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1109.tif,1,Forest,1,Forest,0.9972004890441895,True,-3.8051922,-7.635054
19,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_799.tif,0,AnnualCrop,0,AnnualCrop,0.8029090762138367,True,2.4588637,-1.0368204
20,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2030.tif,0,AnnualCrop,0,AnnualCrop,0.9752010107040405,True,2.021144,0.25628138
21,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_2697.tif,9,SeaLake,9,SeaLake,0.9999067783355713,True,15.085,8.18278
22,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_922.tif,0,AnnualCrop,0,AnnualCrop,0.998068630695343,True,2.399142,0.31557673
23,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_2337.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9990857839584351,True,-5.418609,-1.5539091
24,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Pasture\Pasture_18.tif,5,Pasture,5,Pasture,0.9759718775749207,True,2.0402956,-3.3769853
25,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_1837.tif,4,Industrial,4,Industrial,0.9987426400184631,True,1.036078,12.708756
26,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_376.tif,9,SeaLake,9,SeaLake,0.9999585151672363,True,15.370515,8.544576
27,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_1129.tif,7,Residential,7,Residential,0.9999998807907104,True,-2.9581447,15.4925585
28,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_2853.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9954883456230164,True,-4.789036,-1.0000318
29,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_1680.tif,6,PermanentCrop,6,PermanentCrop,0.9962702989578247,True,-1.039285,0.9889101
30,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_2920.tif,7,Residential,7,Residential,0.999885082244873,True,-2.4980283,13.433463
31,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_859.tif,9,SeaLake,9,SeaLake,0.9997658133506775,True,14.800724,8.818517
32,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_2348.tif,6,PermanentCrop,6,PermanentCrop,0.9999845027923584,True,-0.35674182,2.0440476
33,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_1643.tif,6,PermanentCrop,6,PermanentCrop,0.9691560864448547,True,-1.0277814,0.78035444
34,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_2229.tif,1,Forest,1,Forest,0.9948083758354187,True,-3.7334268,-7.8607554
35,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_555.tif,8,River,8,River,0.9998810291290283,True,12.7618065,1.1657947
36,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_1344.tif,3,Highway,3,Highway,0.9962608218193054,True,6.557775,5.83892
37,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_1198.tif,4,Industrial,4,Industrial,0.9999760389328003,True,1.5217396,11.852491
38,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Pasture\Pasture_1196.tif,5,Pasture,0,AnnualCrop,0.8009070158004761,False,1.3896698,-1.581879
39,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_2004.tif,4,Industrial,4,Industrial,0.991907000541687,True,0.39320806,12.3010435
40,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_2584.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9723560214042664,True,-4.7019386,-2.7937558
41,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_2101.tif,1,Forest,1,Forest,0.9005946516990662,True,-3.540508,-8.578634
42,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_565.tif,0,AnnualCrop,0,AnnualCrop,0.9985315799713135,True,2.3439574,0.37527776
43,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2984.tif,0,AnnualCrop,0,AnnualCrop,0.9902978539466858,True,1.8549402,-0.43088108
44,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_1130.tif,3,Highway,3,Highway,0.925399661064148,True,5.8794193,6.027519
45,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_2698.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9949091076850891,True,-4.0048494,-0.8174118
46,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1045.tif,1,Forest,1,Forest,0.9994837045669556,True,-3.8414712,-8.656127
47,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_2979.tif,9,SeaLake,9,SeaLake,0.9999992847442627,True,17.13011,10.135939
48,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_491.tif,3,Highway,3,Highway,0.992508590221405,True,7.0396094,4.865959
49,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_832.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9841280579566956,True,-3.785827,-2.1733427
50,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1.tif,1,Forest,1,Forest,0.9776645302772522,True,-3.56039,-6.749585
51,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_651.tif,8,River,8,River,0.9997014403343201,True,12.410509,2.2520928
52,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2833.tif,0,AnnualCrop,0,AnnualCrop,0.9939950108528137,True,2.4396422,0.465376
53,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_478.tif,7,Residential,7,Residential,0.7484279274940491,True,-0.99903405,12.237404
54,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_773.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9878968000411987,True,-4.708892,-0.7133125
55,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2516.tif,0,AnnualCrop,0,AnnualCrop,0.9916744828224182,True,2.0731273,-1.2187761
56,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_396.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.996775209903717,True,-5.14927,-1.3712635
57,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2533.tif,0,AnnualCrop,6,PermanentCrop,0.8491780757904053,False,-1.9577386,0.6415384
58,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_978.tif,0,AnnualCrop,0,AnnualCrop,0.901016891002655,True,1.9023601,-0.9245277
59,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2711.tif,0,AnnualCrop,0,AnnualCrop,0.9946755170822144,True,3.2919347,-0.3866079
60,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_1131.tif,6,PermanentCrop,6,PermanentCrop,0.7405689358711243,True,-2.5937438,0.46944723
61,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_1196.tif,4,Industrial,4,Industrial,0.9995618462562561,True,0.7167337,11.517976
62,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_606.tif,8,River,8,River,0.996997594833374,True,11.891864,1.8777047
63,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_417.tif,6,PermanentCrop,2,HerbaceousVegetation,0.8637733459472656,False,-3.476314,-1.1015
64,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_1540.tif,4,Industrial,4,Industrial,0.9823123812675476,True,-0.1386137,11.734909
65,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_573.tif,1,Forest,1,Forest,0.9894723296165466,True,-3.0123417,-6.839434
66,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_336.tif,9,SeaLake,9,SeaLake,0.9690034985542297,True,13.299271,9.014572
67,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_1798.tif,8,River,8,River,0.9996623992919922,True,12.408314,1.5818236
68,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_2426.tif,9,SeaLake,9,SeaLake,0.9999778270721436,True,15.824056,8.708269
69,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_88.tif,1,Forest,1,Forest,0.9997499585151672,True,-3.7334433,-9.356743
70,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1323.tif,1,Forest,1,Forest,0.9988924860954285,True,-2.6932383,-8.294171
71,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_1936.tif,9,SeaLake,9,SeaLake,0.9988192915916443,True,13.549695,8.732967
72,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_397.tif,7,Residential,7,Residential,0.999998927116394,True,-2.782735,14.557531
73,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_1747.tif,7,Residential,7,Residential,0.9995455145835876,True,-2.6918066,13.073556
74,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Pasture\Pasture_1033.tif,5,Pasture,5,Pasture,0.8104271292686462,True,0.46923107,-2.7510588
75,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_1062.tif,3,Highway,3,Highway,0.9990668892860413,True,6.7812047,5.2478704
76,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Pasture\Pasture_547.tif,5,Pasture,5,Pasture,0.9378752708435059,True,1.3941903,-2.7045581
77,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_1902.tif,9,SeaLake,9,SeaLake,0.9999940395355225,True,16.492788,9.364445
78,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_1071.tif,7,Residential,7,Residential,0.9999998807907104,True,-3.1235254,14.828006
79,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_542.tif,6,PermanentCrop,6,PermanentCrop,0.9664688110351562,True,0.32624653,1.1005311
80,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_1554.tif,9,SeaLake,9,SeaLake,0.9999998807907104,True,17.358385,10.33043
81,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_27.tif,7,Residential,7,Residential,0.99993896484375,True,-2.6828594,13.626327
82,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_630.tif,9,SeaLake,9,SeaLake,0.9998366832733154,True,14.956912,8.409231
83,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_618.tif,0,AnnualCrop,0,AnnualCrop,0.999792754650116,True,3.1432638,-0.23817083
84,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_290.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9976323843002319,True,-4.7823987,-1.022297
85,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_550.tif,8,River,8,River,0.9861763119697571,True,11.381956,1.7748652
86,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_2626.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.99221271276474,True,-4.5612755,-2.1017442
87,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_2174.tif,3,Highway,3,Highway,0.9964614510536194,True,6.189308,6.240872
88,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_669.tif,7,Residential,7,Residential,0.9999603033065796,True,-2.2153096,13.04303
89,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_450.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.886500895023346,True,-3.2423325,-0.6875036
90,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_2880.tif,9,SeaLake,9,SeaLake,0.9999991655349731,True,16.973366,9.980988
91,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_2641.tif,7,Residential,7,Residential,0.9999511241912842,True,-2.9883585,13.401386
92,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_330.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9959614872932434,True,-4.1489124,-1.6191108
93,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1411.tif,0,AnnualCrop,0,AnnualCrop,0.991095781326294,True,1.9163126,0.044835642
94,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_1301.tif,9,SeaLake,9,SeaLake,0.9999958276748657,True,16.616398,9.605573
95,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_1221.tif,6,PermanentCrop,6,PermanentCrop,0.975543737411499,True,-0.65140057,0.8872514
96,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_840.tif,8,River,8,River,0.9999011754989624,True,12.489295,1.7788604
97,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_283.tif,4,Industrial,4,Industrial,0.9789612293243408,True,0.09138108,12.060491
98,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_542.tif,8,River,8,River,0.9979650974273682,True,12.434053,2.350421
99,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_2820.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.987934947013855,True,-3.7438753,-1.1031506
100,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Pasture\Pasture_1481.tif,5,Pasture,2,HerbaceousVegetation,0.8975454568862915,False,-3.9432304,-2.6753442
101,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_1117.tif,8,River,8,River,0.8735466003417969,True,11.149563,1.8850771
102,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_813.tif,6,PermanentCrop,6,PermanentCrop,0.9185301661491394,True,-0.8822384,0.71447337
103,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_730.tif,7,Residential,7,Residential,0.9999929666519165,True,-2.8015196,13.559136
104,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_363.tif,2,HerbaceousVegetation,2,HerbaceousVegetation,0.9975663423538208,True,-4.899794,-1.1752762
105,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_2331.tif,4,Industrial,4,Industrial,0.9997653365135193,True,1.0872781,11.923842
106,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_47.tif,9,SeaLake,9,SeaLake,0.9948214292526245,True,13.59187,8.762375
107,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_2368.tif,7,Residential,7,Residential,0.9999955892562866,True,-2.9504445,13.582424
108,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_397.tif,1,Forest,1,Forest,0.9971951246261597,True,-3.3162506,-7.929629
109,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_1996.tif,9,SeaLake,9,SeaLake,0.9999911785125732,True,16.383162,9.24135
110,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_303.tif,9,SeaLake,9,SeaLake,0.9902770519256592,True,12.98256,9.055501
111,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_1321.tif,6,PermanentCrop,6,PermanentCrop,0.999180257320404,True,-1.3057605,1.6088779
112,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_2366.tif,6,PermanentCrop,6,PermanentCrop,0.839564859867096,True,-2.6990337,0.19739738
113,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_1754.tif,4,Industrial,4,Industrial,0.9998120665550232,True,1.7373238,12.9627905
114,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_428.tif,6,PermanentCrop,6,PermanentCrop,0.9995926022529602,True,-0.4215869,2.0350385
115,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_251.tif,9,SeaLake,9,SeaLake,0.9987382292747498,True,13.674785,8.660569
