sample_index,batch_index,band_index,band_name,true_label,baseline_pred,baseline_confidence,target_class,baseline_target_confidence,occluded_pred,occluded_confidence,occluded_target_confidence,confidence_drop,prediction_changed,metadata
22,0,0,B4,0,0,0.998068630695343,0,0.998068630695343,0,0.9997242093086243,0.9997242093086243,-0.00165557861328125,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_922.tif', 'class_name': 'AnnualCrop'}"
23,0,0,B4,2,2,0.9990857839584351,2,0.9990857839584351,2,0.982882559299469,0.982882559299469,0.016203224658966064,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\HerbaceousVegetation\\HerbaceousVegetation_2337.tif', 'class_name': 'HerbaceousVegetation'}"
24,0,0,B4,5,5,0.9759718775749207,5,0.9759718775749207,5,0.672599732875824,0.672599732875824,0.3033721446990967,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Pasture\\Pasture_18.tif', 'class_name': 'Pasture'}"
25,0,0,B4,4,4,0.9987426400184631,4,0.9987426400184631,4,0.7685139775276184,0.7685139775276184,0.23022866249084473,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Industrial\\Industrial_1837.tif', 'class_name': 'Industrial'}"
26,0,0,B4,9,9,0.9999585151672363,9,0.9999585151672363,9,0.9934349060058594,0.9934349060058594,0.006523609161376953,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_376.tif', 'class_name': 'SeaLake'}"
27,0,0,B4,7,7,0.9999998807907104,7,0.9999998807907104,7,0.9992176294326782,0.9992176294326782,0.0007822513580322266,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_1129.tif', 'class_name': 'Residential'}"
28,0,0,B4,2,2,0.9954883456230164,2,0.9954883456230164,2,0.8925730586051941,0.8925730586051941,0.10291528701782227,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\HerbaceousVegetation\\HerbaceousVegetation_2853.tif', 'class_name': 'HerbaceousVegetation'}"
29,0,0,B4,6,6,0.9962702989578247,6,0.9962702989578247,6,0.963235080242157,0.963235080242157,0.033035218715667725,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\PermanentCrop\\PermanentCrop_1680.tif', 'class_name': 'PermanentCrop'}"
30,0,0,B4,7,7,0.999885082244873,7,0.999885082244873,7,0.6763494610786438,0.6763494610786438,0.32353562116622925,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_2920.tif', 'class_name': 'Residential'}"
31,0,0,B4,9,9,0.9997658133506775,9,0.9997658133506775,9,0.999528169631958,0.999528169631958,0.00023764371871948242,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_859.tif', 'class_name': 'SeaLake'}"
0,0,1,B3,0,0,0.9860072135925293,0,0.9860072135925293,0,0.7185174822807312,0.7185174822807312,0.2674897313117981,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_2035.tif', 'class_name': 'AnnualCrop'}"
1,0,1,B3,4,4,0.9992198944091797,4,0.9992198944091797,5,0.724075973033905,0.0002179657603846863,0.9990019202232361,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Industrial\\Industrial_926.tif', 'class_name': 'Industrial'}"
2,0,1,B3,0,0,0.9761533737182617,0,0.9761533737182617,0,0.9256399273872375,0.9256399273872375,0.05051344633102417,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_705.tif', 'class_name': 'AnnualCrop'}"
3,0,1,B3,1,1,0.9985663294792175,1,0.9985663294792175,1,0.980275571346283,0.980275571346283,0.01829075813293457,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Forest\\Forest_2954.tif', 'class_name': 'Forest'}"
4,0,1,B3,4,4,0.9999783039093018,4,0.9999783039093018,8,0.39736342430114746,0.00158073497004807,0.9983975887298584,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Industrial\\Industrial_70.tif', 'class_name': 'Industrial'}"
5,0,1,B3,6,6,0.9991338849067688,6,0.9991338849067688,0,0.8157755732536316,0.011935054324567318,0.9871988296508789,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\PermanentCrop\\PermanentCrop_1176.tif', 'class_name': 'PermanentCrop'}"
6,0,1,B3,2,2,0.9991562366485596,2,0.9991562366485596,8,0.9093219637870789,0.03025178052484989,0.968904435634613,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\HerbaceousVegetation\\HerbaceousVegetation_2302.tif', 'class_name': 'HerbaceousVegetation'}"
7,0,1,B3,5,5,0.9916951060295105,5,0.9916951060295105,5,0.6134520173072815,0.6134520173072815,0.378243088722229,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Pasture\\Pasture_683.tif', 'class_name': 'Pasture'}"
8,0,1,B3,6,6,0.5950821042060852,6,0.5950821042060852,0,0.8105512261390686,0.0005377669003792107,0.5945443511009216,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\PermanentCrop\\PermanentCrop_580.tif', 'class_name': 'PermanentCrop'}"
9,0,1,B3,5,5,0.9869133830070496,5,0.9869133830070496,0,0.9107914566993713,0.08164951205253601,0.9052639007568359,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Pasture\\Pasture_1171.tif', 'class_name': 'Pasture'}"
10,0,1,B3,2,2,0.9999243021011353,2,0.9999243021011353,9,0.9924225211143494,0.0004649352340493351,0.9994593858718872,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\HerbaceousVegetation\\HerbaceousVegetation_1929.tif', 'class_name': 'HerbaceousVegetation'}"
11,0,1,B3,9,9,0.999992847442627,9,0.999992847442627,9,0.9999990463256836,0.9999990463256836,-6.198883056640625e-06,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_1146.tif', 'class_name': 'SeaLake'}"
12,0,1,B3,3,3,0.9989331364631653,3,0.9989331364631653,3,0.8580735921859741,0.8580735921859741,0.14085954427719116,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Highway\\Highway_1805.tif', 'class_name': 'Highway'}"
13,0,1,B3,1,1,0.9992604851722717,1,0.9992604851722717,1,0.780393123626709,0.780393123626709,0.21886736154556274,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Forest\\Forest_947.tif', 'class_name': 'Forest'}"
14,0,1,B3,3,3,0.9628456830978394,3,0.9628456830978394,0,0.8942126631736755,0.10384990274906158,0.858995795249939,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Highway\\Highway_2329.tif', 'class_name': 'Highway'}"
15,0,1,B3,9,9,0.99989914894104,9,0.99989914894104,9,0.9999629259109497,0.9999629259109497,-6.377696990966797e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_2057.tif', 'class_name': 'SeaLake'}"
16,0,1,B3,0,0,0.8173800706863403,0,0.8173800706863403,0,0.8431015014648438,0.8431015014648438,-0.025721430778503418,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_1674.tif', 'class_name': 'AnnualCrop'}"
17,0,1,B3,9,9,0.9999639987945557,9,0.9999639987945557,9,0.9999560117721558,0.9999560117721558,7.987022399902344e-06,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_1387.tif', 'class_name': 'SeaLake'}"
18,0,1,B3,1,1,0.9972004890441895,1,0.9972004890441895,1,0.7464418411254883,0.7464418411254883,0.25075864791870117,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Forest\\Forest_1109.tif', 'class_name': 'Forest'}"
19,0,1,B3,0,0,0.8029090762138367,0,0.8029090762138367,0,0.5252605676651001,0.5252605676651001,0.2776485085487366,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_799.tif', 'class_name': 'AnnualCrop'}"
20,0,1,B3,0,0,0.9752010107040405,0,0.9752010107040405,0,0.9934773445129395,0.9934773445129395,-0.018276333808898926,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_2030.tif', 'class_name': 'AnnualCrop'}"
21,0,1,B3,9,9,0.9999067783355713,9,0.9999067783355713,9,0.9999349117279053,0.9999349117279053,-2.8133392333984375e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_2697.tif', 'class_name': 'SeaLake'}"
22,0,1,B3,0,0,0.998068630695343,0,0.998068630695343,0,0.7560219168663025,0.7560219168663025,0.24204671382904053,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_922.tif', 'class_name': 'AnnualCrop'}"
23,0,1,B3,2,2,0.9990857839584351,2,0.9990857839584351,9,0.8307925462722778,0.023428160697221756,0.9756576418876648,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\HerbaceousVegetation\\HerbaceousVegetation_2337.tif', 'class_name': 'HerbaceousVegetation'}"
24,0,1,B3,5,5,0.9759718775749207,5,0.9759718775749207,0,0.8627621531486511,0.13436242938041687,0.8416094779968262,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Pasture\\Pasture_18.tif', 'class_name': 'Pasture'}"
25,0,1,B3,4,4,0.9987426400184631,4,0.9987426400184631,9,0.8666692972183228,2.2658428861177526e-05,0.9987199902534485,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Industrial\\Industrial_1837.tif', 'class_name': 'Industrial'}"
26,0,1,B3,9,9,0.9999585151672363,9,0.9999585151672363,9,0.9999924898147583,0.9999924898147583,-3.3974647521972656e-05,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_376.tif', 'class_name': 'SeaLake'}"
27,0,1,B3,7,7,0.9999998807907104,7,0.9999998807907104,9,0.382289320230484,0.29742875695228577,0.7025711536407471,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_1129.tif', 'class_name': 'Residential'}"
28,0,1,B3,2,2,0.9954883456230164,2,0.9954883456230164,9,0.4882451295852661,0.09125726670026779,0.904231071472168,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\HerbaceousVegetation\\HerbaceousVegetation_2853.tif', 'class_name': 'HerbaceousVegetation'}"
29,0,1,B3,6,6,0.9962702989578247,6,0.9962702989578247,8,0.7404067516326904,0.00019260372209828347,0.9960777163505554,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\PermanentCrop\\PermanentCrop_1680.tif', 'class_name': 'PermanentCrop'}"
30,0,1,B3,7,7,0.999885082244873,7,0.999885082244873,9,0.907418429851532,0.0007098258356563747,0.9991752505302429,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Residential\\Residential_2920.tif', 'class_name': 'Residential'}"
31,0,1,B3,9,9,0.9997658133506775,9,0.9997658133506775,9,0.9960198998451233,0.9960198998451233,0.0037459135055541992,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_859.tif', 'class_name': 'SeaLake'}"
0,0,2,B2,0,0,0.9860072135925293,0,0.9860072135925293,0,0.9777095317840576,0.9777095317840576,0.00829768180847168,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_2035.tif', 'class_name': 'AnnualCrop'}"
1,0,2,B2,4,4,0.9992198944091797,4,0.9992198944091797,3,0.7497302293777466,0.02539014257490635,0.9738297462463379,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Industrial\\Industrial_926.tif', 'class_name': 'Industrial'}"
2,0,2,B2,0,0,0.9761533737182617,0,0.9761533737182617,0,0.9736189246177673,0.9736189246177673,0.0025344491004943848,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\AnnualCrop\\AnnualCrop_705.tif', 'class_name': 'AnnualCrop'}"
3,0,2,B2,1,1,0.9985663294792175,1,0.9985663294792175,1,0.9780246019363403,0.9780246019363403,0.020541727542877197,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Forest\\Forest_2954.tif', 'class_name': 'Forest'}"
4,0,2,B2,4,4,0.9999783039093018,4,0.9999783039093018,4,0.837661862373352,0.837661862373352,0.1623164415359497,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Industrial\\Industrial_70.tif', 'class_name': 'Industrial'}"
5,0,2,B2,6,6,0.9991338849067688,6,0.9991338849067688,5,0.5414438247680664,0.3275976777076721,0.6715362071990967,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\PermanentCrop\\PermanentCrop_1176.tif', 'class_name': 'PermanentCrop'}"
6,0,2,B2,2,2,0.9991562366485596,2,0.9991562366485596,2,0.8749373555183411,0.8749373555183411,0.1242188811302185,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\HerbaceousVegetation\\HerbaceousVegetation_2302.tif', 'class_name': 'HerbaceousVegetation'}"
7,0,2,B2,5,5,0.9916951060295105,5,0.9916951060295105,5,0.9402691125869751,0.9402691125869751,0.0514259934425354,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Pasture\\Pasture_683.tif', 'class_name': 'Pasture'}"
8,0,2,B2,6,6,0.5950821042060852,6,0.5950821042060852,5,0.8331288695335388,0.016495227813720703,0.5785868763923645,True,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\PermanentCrop\\PermanentCrop_580.tif', 'class_name': 'PermanentCrop'}"
9,0,2,B2,5,5,0.9869133830070496,5,0.9869133830070496,5,0.8627963066101074,0.8627963066101074,0.12411707639694214,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Pasture\\Pasture_1171.tif', 'class_name': 'Pasture'}"
10,0,2,B2,2,2,0.9999243021011353,2,0.9999243021011353,2,0.9967150688171387,0.9967150688171387,0.003209233283996582,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\HerbaceousVegetation\\HerbaceousVegetation_1929.tif', 'class_name': 'HerbaceousVegetation'}"
11,0,2,B2,9,9,0.999992847442627,9,0.999992847442627,9,0.9980573058128357,0.9980573058128357,0.0019355416297912598,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\SeaLake\\SeaLake_1146.tif', 'class_name': 'SeaLake'}"
12,0,2,B2,3,3,0.9989331364631653,3,0.9989331364631653,3,0.9743129014968872,0.9743129014968872,0.024620234966278076,False,"{'path': 'C:\\Users\\DELL Precision 5550\\Documents\\GitHub\\Terrasight-Eurosat-RGB-vs-Multispectral\\data\\raw\\multispectral\\Highway\\Highway_1805.tif', 'class_name': 'Highway'}"
