class,path,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1007.tif,1455.3935546875,1304.7978515625,1274.858154296875,1441.84033203125,1570.234130859375,2123.929931640625,2516.618408203125,2383.46630859375,447.396484375,14.15673828125,3060.39697265625,2095.37451171875,2807.48095703125
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1008.tif,1359.253662109375,1239.827880859375,1227.6005859375,1479.285888671875,1609.14599609375,1996.09765625,2321.7119140625,2243.43212890625,494.8544921875,11.56103515625,3163.7080078125,2206.1572265625,2664.482421875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1009.tif,1481.489013671875,1391.526123046875,1507.216552734375,1870.20849609375,2150.225830078125,2860.4462890625,3384.033447265625,3296.96923828125,860.700439453125,15.13623046875,3169.452880859375,1909.4228515625,3856.590576171875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_101.tif,1331.622314453125,1077.404296875,1057.242431640625,779.681396484375,1230.109375,3142.177978515625,3760.32470703125,3560.3330078125,732.61865234375,11.69189453125,2281.889892578125,1188.897216796875,4053.92236328125
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1010.tif,1468.325439453125,1326.116455078125,1394.58056640625,1606.43359375,1874.447509765625,2587.27734375,3095.9921875,2994.23583984375,778.200927734375,14.534423828125,2818.968017578125,1682.41943359375,3481.285888671875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1011.tif,1344.396728515625,1155.600341796875,1132.894287109375,1129.851806640625,1356.203125,2121.88818359375,2472.992431640625,2385.812744140625,584.02587890625,14.154296875,2802.87255859375,1835.091064453125,2743.754638671875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1012.tif,1466.05908203125,1255.81494140625,1289.032958984375,1394.98095703125,1652.8701171875,2490.513427734375,2908.361083984375,2726.07177734375,525.09521484375,11.971435546875,2601.592529296875,1762.546630859375,3189.066162109375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1013.tif,1405.904541015625,1270.294921875,1334.41748046875,1431.8720703125,1718.482666015625,2405.2822265625,2761.307861328125,2608.521484375,525.470947265625,12.708740234375,2944.239501953125,1870.494873046875,3083.11669921875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1014.tif,1621.03955078125,1555.303955078125,1630.3955078125,1952.0439453125,2149.2001953125,2597.02783203125,2920.661865234375,2811.2373046875,693.1572265625,15.0947265625,3597.084228515625,2715.361572265625,3237.854736328125
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1015.tif,1685.669677734375,1626.515869140625,1710.6005859375,2005.841796875,2229.07861328125,2904.26953125,3319.553466796875,3186.43017578125,751.431396484375,15.513671875,3770.53271484375,2759.8486328125,3667.886962890625
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1016.tif,1563.72705078125,1480.742431640625,1547.341064453125,1817.482177734375,2011.064453125,2592.506103515625,2933.40771484375,2819.223876953125,690.76953125,13.86083984375,3482.5849609375,2482.615478515625,3231.56201171875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1017.tif,1411.78466796875,1318.0556640625,1395.157958984375,1791.978759765625,2025.29833984375,2735.5302734375,3282.6416015625,3205.70849609375,613.375244140625,13.001220703125,3781.974609375,2108.751953125,3862.08056640625
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1018.tif,1511.766845703125,1355.130126953125,1486.419189453125,1429.121826171875,1902.99169921875,3286.46875,3776.157470703125,3554.52587890625,855.542724609375,12.589599609375,3132.142822265625,2039.077880859375,4070.48291015625
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1019.tif,1631.194580078125,1426.79248046875,1366.914306640625,1502.849365234375,1652.16015625,2090.722412109375,2357.108642578125,2235.197021484375,485.3212890625,13.4150390625,2880.8427734375,2372.6201171875,2579.4287109375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_102.tif,1488.0908203125,1355.70166015625,1482.28955078125,1590.1083984375,1920.65869140625,3237.18798828125,3796.642333984375,3618.514404296875,886.485107421875,12.45361328125,2893.23779296875,1955.0068359375,4098.53125
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1020.tif,1053.072265625,824.274658203125,796.822509765625,735.394775390625,1026.988525390625,2282.6923828125,3116.20361328125,3085.6904296875,1382.335205078125,13.586669921875,1579.464599609375,895.939453125,3346.5693359375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1021.tif,1527.404296875,1365.498046875,1422.5986328125,1492.357421875,1796.86083984375,2845.6044921875,3324.053955078125,3155.9638671875,763.878662109375,13.593505859375,3137.89599609375,2269.928955078125,3630.289794921875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1022.tif,1581.02001953125,1338.347412109375,1315.999755859375,1294.7314453125,1620.107421875,2838.269287109375,3482.3798828125,3360.814208984375,1029.491455078125,14.5859375,2752.01416015625,2073.518310546875,3781.867431640625
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1023.tif,1326.1494140625,1082.874755859375,976.61572265625,886.21435546875,1224.692138671875,1671.102294921875,1882.00927734375,1853.520751953125,520.50244140625,9.40234375,1602.396728515625,1043.2294921875,2136.66943359375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1024.tif,1199.439453125,952.244873046875,946.09765625,747.31591796875,1069.421142578125,2845.13427734375,3881.380859375,3649.151123046875,720.756591796875,10.260986328125,2082.861083984375,951.948974609375,4226.013671875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1025.tif,1401.733154296875,1338.826171875,1438.241943359375,1670.69384765625,2009.58544921875,2832.898193359375,3271.684814453125,3208.84033203125,834.6015625,12.67578125,3301.56591796875,1916.459228515625,3698.19873046875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1026.tif,1371.53271484375,1197.61767578125,1209.79052734375,1091.37841796875,1479.68505859375,3162.913330078125,3807.96240234375,3621.164306640625,886.705322265625,11.7451171875,2538.171875,1464.828125,4121.8828125
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1027.tif,1681.020263671875,1645.228759765625,1761.291015625,2202.093505859375,2304.61474609375,2497.54443359375,2751.405029296875,2695.869384765625,862.144775390625,16.539794921875,3754.30712890625,2557.6123046875,3062.458740234375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1028.tif,1393.935546875,1149.1044921875,1056.7890625,952.535888671875,1214.66162109375,1902.177734375,2150.61474609375,2097.37646484375,584.45361328125,11.18408203125,2228.334228515625,1493.051513671875,2362.578857421875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1029.tif,1520.940185546875,1308.981201171875,1299.591064453125,1293.97705078125,1607.202880859375,2664.478271484375,3203.197021484375,3084.730712890625,981.479736328125,15.017333984375,2717.13720703125,2106.507080078125,3468.349365234375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_103.tif,1184.77001953125,899.231689453125,810.133544921875,512.54541015625,823.1494140625,3028.89306640625,4269.3232421875,4042.00830078125,745.657470703125,8.81005859375,1877.431640625,800.614990234375,4633.083984375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1030.tif,1364.536865234375,1169.912841796875,1182.395263671875,1240.24853515625,1525.017333984375,2716.546142578125,3425.672607421875,3276.952392578125,717.019775390625,13.2265625,2432.267578125,1347.398193359375,3831.161865234375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1031.tif,1324.78662109375,1124.85400390625,1063.417236328125,970.26708984375,1204.000244140625,2460.681884765625,3058.79052734375,2916.344970703125,585.253173828125,13.64111328125,2418.576416015625,1503.416259765625,3367.92333984375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1032.tif,1190.7958984375,1001.382568359375,1049.515869140625,1005.19287109375,1378.994873046875,2859.435546875,3617.72216796875,3570.76953125,1721.27490234375,16.961181640625,2273.221923828125,1387.384765625,3849.31640625
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1033.tif,1680.372314453125,1736.818603515625,1957.61083984375,2828.94775390625,3149.180419921875,3695.4931640625,4263.306640625,4262.5947265625,1147.57373046875,17.01025390625,4089.553466796875,2305.126708984375,4998.97265625
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1034.tif,1558.957763671875,1377.100341796875,1354.607666015625,1465.0966796875,1606.23828125,2147.15380859375,2451.083251953125,2341.48388671875,628.36572265625,11.6416015625,2681.043701171875,2047.298828125,2666.856689453125
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1035.tif,1314.298828125,1135.343017578125,1109.897705078125,1158.49609375,1402.244140625,2157.513916015625,2603.941650390625,2528.853759765625,579.59228515625,11.796142578125,2603.366455078125,1595.473388671875,2951.59521484375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1036.tif,1414.613037109375,1228.771240234375,1175.686767578125,1263.400634765625,1478.074462890625,2027.4345703125,2345.295654296875,2310.838134765625,680.244873046875,13.948974609375,2895.636962890625,1927.78466796875,2655.50537109375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1037.tif,1433.15185546875,1324.203125,1388.405029296875,1543.991943359375,1863.527587890625,2816.4404296875,3287.200927734375,3174.5380859375,797.578125,13.7490234375,3106.87451171875,2005.619873046875,3648.97509765625
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1038.tif,1446.354248046875,1177.498046875,1100.2080078125,874.969970703125,1238.165283203125,2620.8427734375,3222.16796875,3052.61865234375,610.62548828125,10.94091796875,1930.2109375,1076.36376953125,3517.370849609375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1039.tif,1355.021728515625,1196.115478515625,1256.039306640625,1575.342529296875,1927.435302734375,2735.395263671875,3263.5341796875,3195.064453125,766.07080078125,11.895263671875,2773.498046875,1524.671875,3785.45947265625
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_104.tif,1226.111083984375,1078.453369140625,1049.445068359375,1208.31982421875,1448.30810546875,1802.08544921875,2051.5087890625,2093.93701171875,778.57763671875,12.37548828125,2336.54345703125,1478.4912109375,2383.37060546875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1040.tif,1312.45654296875,1152.37060546875,1136.232177734375,1188.624267578125,1424.530517578125,2572.185546875,3453.5595703125,3291.03564453125,623.57275390625,10.335205078125,2581.925537109375,1430.130615234375,3875.749755859375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1041.tif,1372.4111328125,1261.6591796875,1275.648193359375,1548.339599609375,1684.667724609375,2142.11181640625,2545.6689453125,2441.22265625,505.931396484375,11.752197265625,3118.0146484375,2161.95361328125,2902.5771484375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1042.tif,1514.81591796875,1418.201416015625,1429.5009765625,1735.71142578125,1817.69482421875,1975.41845703125,2185.64501953125,2163.079833984375,707.298095703125,14.17431640625,3188.745361328125,2204.574462890625,2454.199462890625
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1043.tif,1262.891845703125,1033.45361328125,1018.880859375,877.841796875,1278.552978515625,2339.259521484375,2765.754150390625,2713.902587890625,884.027587890625,11.601318359375,2072.2646484375,1212.37646484375,3040.765625
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1044.tif,1527.904296875,1414.188720703125,1477.960693359375,1580.752197265625,1896.68896484375,2954.22509765625,3360.09326171875,3179.718017578125,747.24609375,13.586181640625,3051.244384765625,2056.076904296875,3621.1240234375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1045.tif,1230.434326171875,1035.67138671875,1040.5888671875,1013.791015625,1277.46240234375,2118.282470703125,2486.6923828125,2391.011474609375,815.1962890625,16.58056640625,2032.78125,1316.451416015625,2681.240234375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1046.tif,1215.610595703125,925.54052734375,912.074951171875,549.677978515625,1056.7490234375,3359.01708984375,4365.2373046875,4125.9833984375,1067.1376953125,10.527587890625,1462.222412109375,666.291015625,4601.7158203125
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1047.tif,1266.872314453125,1056.106201171875,984.451171875,994.091064453125,1108.82080078125,2079.0048828125,2846.62744140625,2707.64892578125,541.70947265625,9.62451171875,2376.250244140625,1598.509765625,3142.049560546875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1048.tif,1297.177490234375,1202.6025390625,1379.684814453125,1744.5830078125,2063.191162109375,3057.527099609375,3628.589599609375,3609.1982421875,1768.269287109375,21.103515625,3228.88037109375,2446.49755859375,3886.984619140625
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1049.tif,1352.2392578125,1140.877685546875,1118.34716796875,1097.37548828125,1309.50244140625,2664.1015625,3589.07568359375,3385.781005859375,821.660888671875,14.268310546875,2141.50048828125,1138.0029296875,3871.913818359375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_105.tif,1375.95068359375,1158.10107421875,1037.2548828125,1024.65380859375,1209.52685546875,1716.622802734375,1958.840576171875,1900.173828125,541.8515625,11.64013671875,2398.265869140625,1846.791748046875,2176.23193359375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1050.tif,1478.553955078125,1340.3349609375,1420.9541015625,1592.311279296875,1865.188232421875,2391.77294921875,2635.825927734375,2538.939208984375,801.220703125,12.78076171875,2717.045654296875,2088.78173828125,2815.27001953125
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1051.tif,1308.50146484375,1108.3037109375,1034.29345703125,988.843017578125,1173.325927734375,2181.719970703125,2797.703857421875,2689.8359375,584.18701171875,14.14111328125,2461.496826171875,1441.87158203125,3127.4921875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1052.tif,1609.380126953125,1517.68310546875,1621.0068359375,1875.38037109375,2114.697265625,3126.074462890625,3639.9453125,3452.916748046875,875.684326171875,14.1279296875,3427.0908203125,2411.92578125,3967.3837890625
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1053.tif,1409.901611328125,1230.048095703125,1234.97998046875,1315.364990234375,1566.936767578125,2457.11865234375,2994.861572265625,2863.9892578125,716.228271484375,14.052490234375,2981.6513671875,2197.61865234375,3302.583984375
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1054.tif,1193.2626953125,1053.062744140625,1077.528076171875,1186.651123046875,1480.349365234375,2219.1494140625,2585.58203125,2544.149658203125,797.286376953125,10.350341796875,2093.85791015625,1263.90576171875,2885.5888671875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1055.tif,1423.356689453125,1225.06298828125,1254.794921875,1342.20068359375,1614.0478515625,2233.181396484375,2559.313720703125,2462.7197265625,835.6484375,12.2939453125,2557.20458984375,1800.88525390625,2778.107421875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1056.tif,1472.425537109375,1351.768310546875,1436.059326171875,1744.64404296875,1940.905517578125,2598.00341796875,2974.032958984375,2845.200439453125,741.329833984375,13.372802734375,3378.947998046875,2304.54638671875,3286.750732421875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1057.tif,1212.185546875,1007.36376953125,928.755126953125,839.991455078125,1026.175537109375,2424.843505859375,3517.078369140625,3318.360107421875,613.622314453125,9.85888671875,1885.15283203125,876.791748046875,3879.39111328125
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1058.tif,1638.482177734375,1331.79296875,1145.98828125,1114.34619140625,1320.7919921875,1873.473876953125,2061.757568359375,1991.313720703125,690.76806640625,12.663330078125,1800.2783203125,1265.307373046875,2187.65673828125
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1059.tif,1561.60595703125,1512.165771484375,1661.689697265625,2312.4091796875,2660.848388671875,3350.814697265625,3916.034912109375,3888.604736328125,1070.1689453125,14.242919921875,3301.594482421875,1792.019287109375,4597.14501953125
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_106.tif,1575.824951171875,1471.81591796875,1493.267578125,1681.043701171875,1946.565673828125,2594.013916015625,2952.27685546875,2842.989501953125,698.907958984375,13.92822265625,3289.048583984375,2392.780029296875,3285.916259765625
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1060.tif,1295.559814453125,1114.697265625,1159.827880859375,1130.483154296875,1440.618896484375,2303.619384765625,2637.537109375,2513.867919921875,690.88134765625,9.6923828125,2225.46923828125,1579.935546875,2823.335205078125
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1061.tif,1337.38427734375,1168.071533203125,1164.044189453125,1375.203125,1626.873291015625,2306.23974609375,2869.427490234375,2827.560546875,787.58154296875,12.970703125,2149.410400390625,1205.852294921875,3310.699951171875
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1062.tif,1512.816162109375,1387.766845703125,1477.03955078125,1646.191650390625,1936.939208984375,2690.297607421875,3083.2158203125,2944.003662109375,847.25146484375,14.134521484375,3245.046630859375,2526.2734375,3354.930908203125
AnnualCrop,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_1063.tif,1632.14501953125,1323.947265625,1139.213134765625,1094.38232421875,1352.8359375,1881.477294921875,2071.773193359375,1986.923583984375,727.07470703125,15.805419921875,1768.029296875,1243.43115234375,2174.272705078125
