class,image,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12
AnnualCrop,AnnualCrop_1012.tif,1466.05908203125,1255.81494140625,1289.032958984375,1394.98095703125,1652.8701171875,2490.513427734375,2908.361083984375,2726.07177734375,525.09521484375,11.971435546875,2601.592529296875,1762.546630859375,3189.066162109375
AnnualCrop,AnnualCrop_1013.tif,1405.904541015625,1270.294921875,1334.41748046875,1431.8720703125,1718.482666015625,2405.2822265625,2761.307861328125,2608.521484375,525.470947265625,12.708740234375,2944.239501953125,1870.494873046875,3083.11669921875
AnnualCrop,AnnualCrop_1014.tif,1621.03955078125,1555.303955078125,1630.3955078125,1952.0439453125,2149.2001953125,2597.02783203125,2920.661865234375,2811.2373046875,693.1572265625,15.0947265625,3597.084228515625,2715.361572265625,3237.854736328125
AnnualCrop,AnnualCrop_1015.tif,1685.669677734375,1626.515869140625,1710.6005859375,2005.841796875,2229.07861328125,2904.26953125,3319.553466796875,3186.43017578125,751.431396484375,15.513671875,3770.53271484375,2759.8486328125,3667.886962890625
AnnualCrop,AnnualCrop_1016.tif,1563.72705078125,1480.742431640625,1547.341064453125,1817.482177734375,2011.064453125,2592.506103515625,2933.40771484375,2819.223876953125,690.76953125,13.86083984375,3482.5849609375,2482.615478515625,3231.56201171875
AnnualCrop,AnnualCrop_1017.tif,1411.78466796875,1318.0556640625,1395.157958984375,1791.978759765625,2025.29833984375,2735.5302734375,3282.6416015625,3205.70849609375,613.375244140625,13.001220703125,3781.974609375,2108.751953125,3862.08056640625
AnnualCrop,AnnualCrop_1018.tif,1511.766845703125,1355.130126953125,1486.419189453125,1429.121826171875,1902.99169921875,3286.46875,3776.157470703125,3554.52587890625,855.542724609375,12.589599609375,3132.142822265625,2039.077880859375,4070.48291015625
AnnualCrop,AnnualCrop_1019.tif,1631.194580078125,1426.79248046875,1366.914306640625,1502.849365234375,1652.16015625,2090.722412109375,2357.108642578125,2235.197021484375,485.3212890625,13.4150390625,2880.8427734375,2372.6201171875,2579.4287109375
AnnualCrop,AnnualCrop_102.tif,1488.0908203125,1355.70166015625,1482.28955078125,1590.1083984375,1920.65869140625,3237.18798828125,3796.642333984375,3618.514404296875,886.485107421875,12.45361328125,2893.23779296875,1955.0068359375,4098.53125
AnnualCrop,AnnualCrop_1020.tif,1053.072265625,824.274658203125,796.822509765625,735.394775390625,1026.988525390625,2282.6923828125,3116.20361328125,3085.6904296875,1382.335205078125,13.586669921875,1579.464599609375,895.939453125,3346.5693359375
AnnualCrop,AnnualCrop_1021.tif,1527.404296875,1365.498046875,1422.5986328125,1492.357421875,1796.86083984375,2845.6044921875,3324.053955078125,3155.9638671875,763.878662109375,13.593505859375,3137.89599609375,2269.928955078125,3630.289794921875
AnnualCrop,AnnualCrop_1022.tif,1581.02001953125,1338.347412109375,1315.999755859375,1294.7314453125,1620.107421875,2838.269287109375,3482.3798828125,3360.814208984375,1029.491455078125,14.5859375,2752.01416015625,2073.518310546875,3781.867431640625
AnnualCrop,AnnualCrop_1023.tif,1326.1494140625,1082.874755859375,976.61572265625,886.21435546875,1224.692138671875,1671.102294921875,1882.00927734375,1853.520751953125,520.50244140625,9.40234375,1602.396728515625,1043.2294921875,2136.66943359375
AnnualCrop,AnnualCrop_1024.tif,1199.439453125,952.244873046875,946.09765625,747.31591796875,1069.421142578125,2845.13427734375,3881.380859375,3649.151123046875,720.756591796875,10.260986328125,2082.861083984375,951.948974609375,4226.01171875
AnnualCrop,AnnualCrop_1025.tif,1401.733154296875,1338.826171875,1438.241943359375,1670.69384765625,2009.58544921875,2832.898193359375,3271.684814453125,3208.84033203125,834.6015625,12.67578125,3301.56591796875,1916.459228515625,3698.19873046875
AnnualCrop,AnnualCrop_1026.tif,1371.53271484375,1197.61767578125,1209.79052734375,1091.37841796875,1479.68505859375,3162.913330078125,3807.96240234375,3621.164306640625,886.705322265625,11.7451171875,2538.171875,1464.828125,4121.880859375
AnnualCrop,AnnualCrop_1027.tif,1681.020263671875,1645.228759765625,1761.291015625,2202.093505859375,2304.61474609375,2497.54443359375,2751.405029296875,2695.869384765625,862.144775390625,16.539794921875,3754.30712890625,2557.6123046875,3062.458740234375
AnnualCrop,AnnualCrop_1028.tif,1393.935546875,1149.1044921875,1056.7890625,952.535888671875,1214.66162109375,1902.177734375,2150.61474609375,2097.37646484375,584.45361328125,11.18408203125,2228.334228515625,1493.051513671875,2362.578857421875
AnnualCrop,AnnualCrop_1029.tif,1520.940185546875,1308.981201171875,1299.591064453125,1293.97705078125,1607.202880859375,2664.478271484375,3203.197021484375,3084.730712890625,981.479736328125,15.017333984375,2717.13720703125,2106.507080078125,3468.349365234375
AnnualCrop,AnnualCrop_103.tif,1184.77001953125,899.231689453125,810.133544921875,512.54541015625,823.1494140625,3028.89306640625,4269.322265625,4042.00830078125,745.657470703125,8.81005859375,1877.431640625,800.614990234375,4633.083984375
AnnualCrop,AnnualCrop_1030.tif,1364.536865234375,1169.912841796875,1182.395263671875,1240.24853515625,1525.017333984375,2716.546142578125,3425.672607421875,3276.952392578125,717.019775390625,13.2265625,2432.267578125,1347.398193359375,3831.161865234375
AnnualCrop,AnnualCrop_1031.tif,1324.78662109375,1124.85400390625,1063.417236328125,970.26708984375,1204.000244140625,2460.681884765625,3058.79052734375,2916.344970703125,585.253173828125,13.64111328125,2418.576416015625,1503.416259765625,3367.92333984375
AnnualCrop,AnnualCrop_1032.tif,1190.7958984375,1001.382568359375,1049.515869140625,1005.19287109375,1378.994873046875,2859.435546875,3617.72216796875,3570.76953125,1721.27490234375,16.961181640625,2273.221923828125,1387.384765625,3849.31640625
AnnualCrop,AnnualCrop_1033.tif,1680.372314453125,1736.818603515625,1957.61083984375,2828.94775390625,3149.180419921875,3695.4931640625,4263.3056640625,4262.59375,1147.57373046875,17.01025390625,4089.553466796875,2305.126708984375,4998.9765625
AnnualCrop,AnnualCrop_1034.tif,1558.957763671875,1377.100341796875,1354.607666015625,1465.0966796875,1606.23828125,2147.15380859375,2451.083251953125,2341.48388671875,628.36572265625,11.6416015625,2681.043701171875,2047.298828125,2666.856689453125
AnnualCrop,AnnualCrop_1035.tif,1314.298828125,1135.343017578125,1109.897705078125,1158.49609375,1402.244140625,2157.513916015625,2603.941650390625,2528.853759765625,579.59228515625,11.796142578125,2603.366455078125,1595.473388671875,2951.59521484375
AnnualCrop,AnnualCrop_1036.tif,1414.613037109375,1228.771240234375,1175.686767578125,1263.400634765625,1478.074462890625,2027.4345703125,2345.295654296875,2310.838134765625,680.244873046875,13.948974609375,2895.636962890625,1927.78466796875,2655.50537109375
AnnualCrop,AnnualCrop_1037.tif,1433.15185546875,1324.203125,1388.405029296875,1543.991943359375,1863.527587890625,2816.4404296875,3287.200927734375,3174.5380859375,797.578125,13.7490234375,3106.87451171875,2005.619873046875,3648.97509765625
AnnualCrop,AnnualCrop_1038.tif,1446.354248046875,1177.498046875,1100.2080078125,874.969970703125,1238.165283203125,2620.8427734375,3222.16796875,3052.61865234375,610.62548828125,10.94091796875,1930.2109375,1076.36376953125,3517.370849609375
AnnualCrop,AnnualCrop_1039.tif,1355.021728515625,1196.115478515625,1256.039306640625,1575.342529296875,1927.435302734375,2735.395263671875,3263.5341796875,3195.064453125,766.07080078125,11.895263671875,2773.498046875,1524.671875,3785.45947265625
AnnualCrop,AnnualCrop_104.tif,1226.111083984375,1078.453369140625,1049.445068359375,1208.31982421875,1448.30810546875,1802.08544921875,2051.5087890625,2093.93701171875,778.57763671875,12.37548828125,2336.54345703125,1478.4912109375,2383.37060546875
AnnualCrop,AnnualCrop_1040.tif,1312.45654296875,1152.37060546875,1136.232177734375,1188.624267578125,1424.530517578125,2572.185546875,3453.5595703125,3291.03564453125,623.57275390625,10.335205078125,2581.925537109375,1430.130615234375,3875.749755859375
AnnualCrop,AnnualCrop_1041.tif,1372.4111328125,1261.6591796875,1275.648193359375,1548.339599609375,1684.667724609375,2142.11181640625,2545.6689453125,2441.22265625,505.931396484375,11.752197265625,3118.0146484375,2161.95361328125,2902.5771484375
AnnualCrop,AnnualCrop_1042.tif,1514.81591796875,1418.201416015625,1429.5009765625,1735.71142578125,1817.69482421875,1975.41845703125,2185.64501953125,2163.079833984375,707.298095703125,14.17431640625,3188.745361328125,2204.574462890625,2454.199462890625
AnnualCrop,AnnualCrop_1043.tif,1262.891845703125,1033.45361328125,1018.880859375,877.841796875,1278.552978515625,2339.259521484375,2765.754150390625,2713.902587890625,884.027587890625,11.601318359375,2072.2646484375,1212.37646484375,3040.765625
AnnualCrop,AnnualCrop_1044.tif,1527.904296875,1414.188720703125,1477.960693359375,1580.752197265625,1896.68896484375,2954.22509765625,3360.09326171875,3179.718017578125,747.24609375,13.586181640625,3051.244384765625,2056.076904296875,3621.1240234375
AnnualCrop,AnnualCrop_1045.tif,1230.434326171875,1035.67138671875,1040.5888671875,1013.791015625,1277.46240234375,2118.282470703125,2486.6923828125,2391.011474609375,815.1962890625,16.58056640625,2032.78125,1316.451416015625,2681.240234375
AnnualCrop,AnnualCrop_1046.tif,1215.610595703125,925.54052734375,912.074951171875,549.677978515625,1056.7490234375,3359.01708984375,4365.23828125,4125.9833984375,1067.1376953125,10.527587890625,1462.222412109375,666.291015625,4601.71630859375
AnnualCrop,AnnualCrop_1047.tif,1266.872314453125,1056.106201171875,984.451171875,994.091064453125,1108.82080078125,2079.0048828125,2846.62744140625,2707.64892578125,541.70947265625,9.62451171875,2376.250244140625,1598.509765625,3142.049560546875
AnnualCrop,AnnualCrop_1048.tif,1297.177490234375,1202.6025390625,1379.684814453125,1744.5830078125,2063.191162109375,3057.527099609375,3628.589599609375,3609.1982421875,1768.269287109375,21.103515625,3228.88037109375,2446.49755859375,3886.984619140625
AnnualCrop,AnnualCrop_1049.tif,1352.2392578125,1140.877685546875,1118.34716796875,1097.37548828125,1309.50244140625,2664.1015625,3589.07568359375,3385.781005859375,821.660888671875,14.268310546875,2141.50048828125,1138.0029296875,3871.913818359375
AnnualCrop,AnnualCrop_105.tif,1375.95068359375,1158.10107421875,1037.2548828125,1024.65380859375,1209.52685546875,1716.622802734375,1958.840576171875,1900.173828125,541.8515625,11.64013671875,2398.265869140625,1846.791748046875,2176.23193359375
AnnualCrop,AnnualCrop_1050.tif,1478.553955078125,1340.3349609375,1420.9541015625,1592.311279296875,1865.188232421875,2391.77294921875,2635.825927734375,2538.939208984375,801.220703125,12.78076171875,2717.045654296875,2088.78173828125,2815.27001953125
AnnualCrop,AnnualCrop_1051.tif,1308.50146484375,1108.3037109375,1034.29345703125,988.843017578125,1173.325927734375,2181.719970703125,2797.703857421875,2689.8359375,584.18701171875,14.14111328125,2461.496826171875,1441.87158203125,3127.4921875
AnnualCrop,AnnualCrop_1052.tif,1609.380126953125,1517.68310546875,1621.0068359375,1875.38037109375,2114.697265625,3126.074462890625,3639.9453125,3452.916748046875,875.684326171875,14.1279296875,3427.0908203125,2411.92578125,3967.3837890625
AnnualCrop,AnnualCrop_1053.tif,1409.901611328125,1230.048095703125,1234.97998046875,1315.364990234375,1566.936767578125,2457.11865234375,2994.861572265625,2863.9892578125,716.228271484375,14.052490234375,2981.6513671875,2197.61865234375,3302.583984375
AnnualCrop,AnnualCrop_1054.tif,1193.2626953125,1053.062744140625,1077.528076171875,1186.651123046875,1480.349365234375,2219.1494140625,2585.58203125,2544.149658203125,797.286376953125,10.350341796875,2093.85791015625,1263.90576171875,2885.5888671875
AnnualCrop,AnnualCrop_1055.tif,1423.356689453125,1225.06298828125,1254.794921875,1342.20068359375,1614.0478515625,2233.181396484375,2559.313720703125,2462.7197265625,835.6484375,12.2939453125,2557.20458984375,1800.88525390625,2778.107421875
AnnualCrop,AnnualCrop_1056.tif,1472.425537109375,1351.768310546875,1436.059326171875,1744.64404296875,1940.905517578125,2598.00341796875,2974.032958984375,2845.200439453125,741.329833984375,13.372802734375,3378.947998046875,2304.54638671875,3286.750732421875
AnnualCrop,AnnualCrop_1057.tif,1212.185546875,1007.36376953125,928.755126953125,839.991455078125,1026.175537109375,2424.843505859375,3517.078369140625,3318.360107421875,613.622314453125,9.85888671875,1885.15283203125,876.791748046875,3879.39111328125
AnnualCrop,AnnualCrop_1058.tif,1638.482177734375,1331.79296875,1145.98828125,1114.34619140625,1320.7919921875,1873.473876953125,2061.757568359375,1991.313720703125,690.76806640625,12.663330078125,1800.2783203125,1265.307373046875,2187.65673828125
AnnualCrop,AnnualCrop_1059.tif,1561.60595703125,1512.165771484375,1661.689697265625,2312.4091796875,2660.848388671875,3350.814697265625,3916.034912109375,3888.604736328125,1070.1689453125,14.242919921875,3301.594482421875,1792.019287109375,4597.14453125
AnnualCrop,AnnualCrop_106.tif,1575.824951171875,1471.81591796875,1493.267578125,1681.043701171875,1946.565673828125,2594.013916015625,2952.27685546875,2842.989501953125,698.907958984375,13.92822265625,3289.048583984375,2392.780029296875,3285.916259765625
AnnualCrop,AnnualCrop_1060.tif,1295.559814453125,1114.697265625,1159.827880859375,1130.483154296875,1440.618896484375,2303.619384765625,2637.537109375,2513.867919921875,690.88134765625,9.6923828125,2225.46923828125,1579.935546875,2823.335205078125
AnnualCrop,AnnualCrop_1061.tif,1337.38427734375,1168.071533203125,1164.044189453125,1375.203125,1626.873291015625,2306.23974609375,2869.427490234375,2827.560546875,787.58154296875,12.970703125,2149.410400390625,1205.852294921875,3310.699951171875
AnnualCrop,AnnualCrop_1062.tif,1512.816162109375,1387.766845703125,1477.03955078125,1646.191650390625,1936.939208984375,2690.297607421875,3083.2158203125,2944.003662109375,847.25146484375,14.134521484375,3245.046630859375,2526.2734375,3354.930908203125
AnnualCrop,AnnualCrop_1063.tif,1632.14501953125,1323.947265625,1139.213134765625,1094.38232421875,1352.8359375,1881.477294921875,2071.773193359375,1986.923583984375,727.07470703125,15.805419921875,1768.029296875,1243.43115234375,2174.272705078125
AnnualCrop,AnnualCrop_1064.tif,1431.960693359375,1287.623779296875,1379.360595703125,1498.05419921875,1872.945068359375,2945.891845703125,3489.21435546875,3358.2861328125,759.871826171875,14.253662109375,2738.75048828125,1587.106689453125,3935.734130859375
AnnualCrop,AnnualCrop_1065.tif,1333.531494140625,1245.1123046875,1325.9765625,1580.97705078125,1838.4365234375,2473.106201171875,2912.4306640625,2843.83154296875,745.1865234375,12.932373046875,3169.62060546875,1982.9296875,3293.000244140625
AnnualCrop,AnnualCrop_1066.tif,1341.009521484375,1099.05126953125,1067.304931640625,854.43798828125,1396.59765625,2592.14453125,3036.961181640625,2939.2978515625,758.834228515625,9.213134765625,1736.000732421875,921.66064453125,3335.62060546875
AnnualCrop,AnnualCrop_1067.tif,1330.45654296875,1116.52197265625,1081.66064453125,1101.516845703125,1423.311279296875,2372.013671875,2773.01220703125,2763.87158203125,1124.0302734375,12.59912109375,2562.609619140625,2007.543212890625,3021.603271484375
AnnualCrop,AnnualCrop_1068.tif,1329.703369140625,1139.547607421875,1141.389404296875,1008.91259765625,1389.994873046875,2801.771484375,3375.51513671875,3240.17578125,753.92041015625,13.825927734375,2218.968994140625,1175.715576171875,3686.46435546875
AnnualCrop,AnnualCrop_1069.tif,1747.7763671875,1678.590576171875,1789.31884765625,2169.609619140625,2369.222900390625,2918.47119140625,3286.57763671875,3121.3740234375,767.261962890625,15.450439453125,3933.816162109375,3063.39599609375,3623.480712890625
AnnualCrop,AnnualCrop_107.tif,1655.339111328125,1350.961181640625,1178.191162109375,1101.893310546875,1413.564208984375,2298.326416015625,2574.6005859375,2466.1298828125,903.753173828125,13.87158203125,1735.084228515625,1191.91455078125,2703.504150390625
AnnualCrop,AnnualCrop_1070.tif,1334.3857421875,1145.0576171875,1167.642578125,1109.37255859375,1549.6494140625,2532.823486328125,2898.414794921875,2840.379638671875,939.8173828125,12.62939453125,2580.430419921875,1502.34716796875,3186.03271484375
AnnualCrop,AnnualCrop_1071.tif,1245.888427734375,989.010009765625,894.381591796875,690.80859375,867.19580078125,2586.395263671875,4066.97705078125,3811.428466796875,599.784423828125,9.1123046875,1604.531982421875,765.972412109375,4412.19287109375
AnnualCrop,AnnualCrop_1072.tif,1480.146240234375,1355.159423828125,1427.76708984375,1465.031982421875,1818.3876953125,3005.0,3531.405029296875,3367.25244140625,766.5244140625,13.1376953125,2801.994384765625,1907.9580078125,3847.692626953125
AnnualCrop,AnnualCrop_1073.tif,1382.373046875,1191.041259765625,1094.517578125,1161.81201171875,1374.480712890625,1816.1923828125,2062.50390625,2101.705322265625,1111.260009765625,17.90185546875,2681.661376953125,2268.695068359375,2291.82763671875
AnnualCrop,AnnualCrop_1074.tif,1520.020751953125,1414.783935546875,1484.757080078125,1644.885986328125,1932.68505859375,2906.381103515625,3362.0712890625,3229.74072265625,733.104248046875,14.62060546875,3218.93994140625,2158.38232421875,3698.576904296875
AnnualCrop,AnnualCrop_1075.tif,1463.521484375,1280.747314453125,1253.7275390625,1344.06005859375,1544.356689453125,2465.924072265625,2967.767822265625,2794.716064453125,470.239990234375,12.03515625,2506.212158203125,1745.64208984375,3261.071044921875
AnnualCrop,AnnualCrop_1076.tif,1379.455322265625,1147.323974609375,1113.28466796875,900.166748046875,1297.8544921875,2917.27392578125,3669.7998046875,3502.0400390625,959.285888671875,13.23388671875,2125.1103515625,1305.09130859375,3906.86181640625
AnnualCrop,AnnualCrop_1077.tif,1428.2880859375,1311.129150390625,1426.845703125,1752.1826171875,1925.408447265625,2284.470458984375,2611.897705078125,2466.654296875,465.072021484375,13.205078125,3585.107666015625,2692.5859375,2953.318603515625
AnnualCrop,AnnualCrop_1078.tif,1123.23828125,1006.527587890625,1385.526123046875,1166.188720703125,1609.05322265625,3631.220947265625,4455.96875,4303.88623046875,1285.4033203125,10.958251953125,1433.86328125,708.150634765625,4639.802734375
AnnualCrop,AnnualCrop_1079.tif,1907.7177734375,1558.201416015625,1365.3564453125,1444.715087890625,1708.58349609375,2138.76220703125,2316.591796875,2268.794921875,1052.48681640625,18.729248046875,2556.8818359375,2174.8017578125,2460.01123046875
AnnualCrop,AnnualCrop_108.tif,1675.373291015625,1582.921630859375,1705.79541015625,1968.080810546875,2201.588623046875,3143.662353515625,3600.623046875,3418.892822265625,886.94580078125,13.0166015625,3491.34423828125,2492.0732421875,3899.929443359375
AnnualCrop,AnnualCrop_1080.tif,1196.584716796875,1054.6064453125,1040.046142578125,1422.282470703125,1704.361083984375,2043.33642578125,2445.183349609375,2587.388427734375,912.068359375,11.68017578125,2220.193359375,1248.390625,3073.474609375
AnnualCrop,AnnualCrop_1081.tif,1428.90283203125,1287.25341796875,1313.879150390625,1345.966796875,1684.506103515625,2681.60595703125,3135.97900390625,3019.1962890625,722.656005859375,13.652099609375,2938.5595703125,1862.861328125,3493.03857421875
AnnualCrop,AnnualCrop_1082.tif,1329.9140625,1166.681640625,1136.397216796875,1386.781005859375,1558.33642578125,1800.48681640625,2050.018310546875,2054.160888671875,579.857177734375,11.686279296875,2810.10400390625,1808.37646484375,2399.47998046875
AnnualCrop,AnnualCrop_1083.tif,1514.944580078125,1463.35498046875,1560.609130859375,2062.829833984375,2364.28271484375,2978.25732421875,3488.918701171875,3495.878662109375,951.224609375,14.564453125,3057.91796875,1678.889892578125,4105.32275390625
AnnualCrop,AnnualCrop_1084.tif,1620.491455078125,1314.743408203125,1116.462646484375,1173.443115234375,1311.6669921875,1541.1650390625,1668.0107421875,1608.49609375,575.82958984375,14.01123046875,1788.232666015625,1327.470703125,1761.939208984375
AnnualCrop,AnnualCrop_1085.tif,1604.276123046875,1546.549560546875,1676.283447265625,2158.75439453125,2320.0283203125,2709.407470703125,3057.08740234375,3030.34423828125,992.783447265625,15.956298828125,3822.56640625,2588.202392578125,3459.931396484375
AnnualCrop,AnnualCrop_1086.tif,1619.502197265625,1532.943603515625,1672.413818359375,1998.5419921875,2206.515869140625,3040.585693359375,3476.87060546875,3287.7861328125,853.375244140625,14.623779296875,3564.709228515625,2622.037841796875,3765.51171875
AnnualCrop,AnnualCrop_1087.tif,1290.124755859375,1233.37158203125,1423.843994140625,1909.688232421875,2443.185546875,3323.5205078125,3902.472900390625,3969.77685546875,1175.5654296875,11.923583984375,2287.56640625,1235.81640625,4566.603515625
AnnualCrop,AnnualCrop_1088.tif,1220.2529296875,978.267822265625,901.989013671875,634.469482421875,882.3056640625,2873.3984375,4111.51953125,3847.660400390625,627.18603515625,9.11669921875,1664.1875,694.732177734375,4450.130859375
Forest,Forest_1.tif,1149.478515625,831.306884765625,652.268310546875,410.168212890625,659.027587890625,1998.1005859375,2707.445068359375,2612.35888671875,579.301513671875,8.447998046875,1304.686767578125,496.31591796875,3114.86572265625
Forest,Forest_10.tif,1165.458251953125,883.646728515625,715.92333984375,481.438232421875,735.4443359375,1818.14111328125,2383.65234375,2312.32568359375,467.300048828125,8.889892578125,1270.26025390625,513.78076171875,2743.540283203125
Forest,Forest_100.tif,1098.451171875,819.185546875,787.087646484375,478.300048828125,1041.555908203125,2122.901611328125,2461.044921875,2477.744384765625,1241.747802734375,6.407470703125,1418.9853515625,709.503662109375,2757.97021484375
Forest,Forest_1000.tif,1059.720947265625,773.604736328125,648.40087890625,376.353759765625,696.815185546875,1771.093994140625,2140.067138671875,2118.299560546875,714.525146484375,9.10595703125,1009.58154296875,423.449951171875,2370.21875
Forest,Forest_1001.tif,1015.803955078125,734.2197265625,625.526123046875,372.3671875,699.36962890625,2363.22900390625,3145.9736328125,3039.509033203125,813.384521484375,8.239013671875,1494.639404296875,562.87255859375,3532.367431640625
Forest,Forest_1002.tif,980.8623046875,730.446044921875,660.298095703125,359.968505859375,773.851318359375,2590.45166015625,3343.6591796875,3276.576416015625,1095.420166015625,8.60986328125,1393.21337890625,527.27197265625,3649.402099609375
Forest,Forest_1003.tif,1000.821044921875,722.107177734375,666.144287109375,379.535888671875,792.841552734375,2424.2900390625,3085.435791015625,3035.398681640625,977.14599609375,9.5859375,1724.261962890625,707.700439453125,3460.3330078125
Forest,Forest_1004.tif,1123.370849609375,826.733154296875,618.291748046875,382.587158203125,577.17626953125,1524.0859375,1959.391357421875,1913.7412109375,503.414306640625,6.744384765625,925.462158203125,364.873046875,2208.80126953125
Forest,Forest_1005.tif,1143.513671875,818.045654296875,693.830078125,394.8818359375,748.109619140625,2703.96484375,3683.998046875,3542.48583984375,1018.893310546875,13.09375,1542.802978515625,625.315185546875,4039.57763671875
Forest,Forest_1006.tif,1005.146240234375,783.071044921875,1008.90966796875,518.79150390625,1530.846435546875,2888.071533203125,3245.537109375,3281.92138671875,1860.796875,19.9599609375,1649.095703125,767.251708984375,3580.88671875
Forest,Forest_1007.tif,1239.43017578125,892.905517578125,695.1904296875,441.1044921875,639.86083984375,1650.678955078125,2135.307373046875,2053.925048828125,454.688720703125,8.765380859375,1032.759033203125,417.14794921875,2431.186279296875
Forest,Forest_1008.tif,1186.79248046875,834.36767578125,653.397216796875,372.094482421875,638.74853515625,1904.252685546875,2516.6064453125,2437.740966796875,571.173583984375,7.75439453125,1122.812255859375,419.05810546875,2893.595703125
Forest,Forest_1009.tif,902.159912109375,652.408203125,602.808349609375,337.815185546875,732.65966796875,2288.997802734375,2932.227783203125,2921.558349609375,1325.516357421875,9.33984375,1381.5908203125,559.681884765625,3250.5322265625
Forest,Forest_101.tif,1025.0361328125,795.2373046875,988.132080078125,538.96630859375,1500.84375,3043.3369140625,3490.666259765625,3585.389404296875,2095.88330078125,21.854736328125,1711.83837890625,797.621337890625,3935.100341796875
Forest,Forest_1010.tif,1226.34326171875,884.04638671875,667.344482421875,406.495361328125,592.424560546875,1474.05322265625,1805.3623046875,1705.94677734375,390.36181640625,6.40283203125,804.5986328125,328.841552734375,1997.297119140625
Forest,Forest_1011.tif,1116.965576171875,795.89892578125,642.3681640625,390.3876953125,677.435546875,1598.277587890625,1906.349853515625,1845.186767578125,609.459716796875,8.37353515625,913.771240234375,399.723876953125,2109.552978515625
