path,true_label,pred_label,true_name,pred_name,confidence,correct,prob_AnnualCrop,prob_Forest,prob_HerbaceousVegetation,prob_Highway,prob_Industrial,prob_Pasture,prob_PermanentCrop,prob_Residential,prob_River,prob_SeaLake,confidence_margin
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_318.tif,8,0,River,AnnualCrop,0.9840636253356934,0,0.9840636253356934,1.9510991933202604e-06,1.4264387573348358e-05,0.0015431971987709,0.0003052951069548,0.0008803948294371,0.0005603451863862,5.340867119230097e-06,0.0104411020874977,0.0021843535359948,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Pasture\Pasture_1157.tif,5,2,Pasture,HerbaceousVegetation,0.9823166728019714,0,1.025188703351887e-05,0.0001335079286945,0.9823166728019714,2.229885012638988e-06,4.9130811419217935e-08,0.0174625571817159,6.1053826357238e-05,3.448043116804911e-06,2.2367814835888566e-06,8.164277460309677e-06,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_103.tif,0,6,AnnualCrop,PermanentCrop,0.9816187024116516,0,0.0172629915177822,1.668425824163933e-07,8.723421842660173e-07,9.384038094140124e-06,0.0001464730594307,0.0009414371452294,0.9816187024116516,4.245036961947335e-06,1.5638564946129918e-05,1.526461659295819e-07,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_340.tif,6,2,PermanentCrop,HerbaceousVegetation,0.9701340794563292,0,0.0001323886826867,0.0024526396300643,0.9701340794563292,6.741366814821959e-05,0.0001425742084393,0.0001367922959616,0.0119200218468904,0.014825033955276,2.5848499717540108e-05,0.0001631167397135,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_1000.tif,8,2,River,HerbaceousVegetation,0.9662694334983826,0,1.6985704860417172e-05,0.0001476311736041,0.9662694334983826,4.2799256334546953e-05,7.159478627727367e-07,0.0002961629361379,0.0003313281049486,3.3263279419770697e-07,0.0327698737382888,0.0001247506879735,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_2185.tif,3,4,Highway,Industrial,0.9661886096000672,0,8.9428031060379e-06,1.9927826500065752e-08,9.861444141279208e-07,0.0326738953590393,0.9661886096000672,2.040963590843603e-05,2.108047556248493e-05,0.0005183605826459,0.0005673192208632,4.290081392355205e-07,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_1888.tif,3,0,Highway,AnnualCrop,0.9654741287231444,0,0.9654741287231444,1.5544208054052433e-06,0.0003941813192795,0.0302935577929019,0.0002166713675251,0.0002407977444818,0.001501634134911,1.2743277693516576e-05,0.0016619703965261,0.0002027480513788,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1735.tif,1,8,Forest,River,0.9635277986526488,0,3.2028947316575795e-06,0.0359414853155612,5.140578286955133e-05,0.0003270197194069,1.0382753146132019e-07,0.0001261987781617,2.40749841395882e-07,4.800130568582972e-07,0.9635277986526488,2.195657361880876e-05,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_1830.tif,4,6,Industrial,PermanentCrop,0.9622288346290588,0,0.0007813097327016,3.0769740533287404e-06,0.0057113589718937,0.0002094713272526,0.0307156760245561,3.3122636523330584e-05,0.9622288346290588,0.0002895203942898,4.3928830564254895e-06,2.320989005966112e-05,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_2110.tif,6,2,PermanentCrop,HerbaceousVegetation,0.9599357843399048,0,0.0033640160690993,0.0002110029454343,0.9599357843399048,0.00277935503982,0.0062101883813738,9.809601760935038e-05,0.0216141697019338,0.000446325779194,0.0003133598656859,0.0050278450362384,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_1234.tif,9,8,SeaLake,River,0.9592240452766418,0,6.532605038955808e-05,1.823222373786848e-05,0.0001130402670241,1.749892908264883e-05,1.3111830412526617e-05,2.6417301342007704e-05,4.1439084270678e-06,3.2887414818105758e-06,0.9592240452766418,0.0405148603022098,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2230.tif,0,6,AnnualCrop,PermanentCrop,0.958489954471588,0,0.0299009531736373,6.216044425855216e-07,2.066287379420828e-05,0.0015940453158691,0.0001968802680494,0.009730139747262,0.958489954471588,4.979771802027244e-06,6.103714986238629e-05,7.44467058666487e-07,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Pasture\Pasture_768.tif,5,0,Pasture,AnnualCrop,0.9575358629226683,0,0.9575358629226683,5.809830690850504e-05,0.0007084987591952,0.0005422678077593,0.0003323451674077,0.0346133522689342,0.001960307592526,0.0001021440039039,0.0014861859381198,0.0026607348117977,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Residential\Residential_2150.tif,7,4,Residential,Industrial,0.9574554562568665,0,1.703046291368082e-05,1.5024601452751083e-05,0.0255854688584804,0.0002780557842925,0.9574554562568665,6.701971869915724e-06,0.0054449224844574,0.0110969459637999,3.7085153508087383e-06,9.668522397987545e-05,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_707.tif,2,5,HerbaceousVegetation,Pasture,0.9513589143753052,0,0.0027687679976224,0.0001183595741167,0.0023309672251343,0.0265489779412746,0.0014606866752728,0.9513589143753052,0.0073722251690924,0.0072081023827195,0.0004856674931943,0.0003473453980404,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Pasture\Pasture_1959.tif,5,2,Pasture,HerbaceousVegetation,0.9509806632995604,0,1.195382446894655e-05,0.0092380587011575,0.9509806632995604,0.0006596466409973,5.497901383932913e-06,0.0370453000068664,0.0014098357642069,3.609699206208461e-06,0.0006260549416765,1.937534580065403e-05,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\River\River_2488.tif,8,0,River,AnnualCrop,0.949480414390564,0,0.949480414390564,1.9394266928429715e-05,0.001692617079243,0.0053756670095026,0.0023359598126262,0.000716553942766,0.0040854113176465,0.0001547535794088,0.0333282984793186,0.0028109136037528,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_159.tif,0,6,AnnualCrop,PermanentCrop,0.9481224417686462,0,0.0498073287308216,7.414626423951631e-08,1.1921249097213147e-05,9.636226604925469e-05,0.0013876484008505,0.0005266387015581,0.9481224417686462,2.2589281343243783e-06,4.510223152465187e-05,2.476281792951341e-07,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_2144.tif,4,6,Industrial,PermanentCrop,0.9476605653762816,0,0.0007185578579083,3.4277316984798745e-08,0.0002646678185556,0.0072239083237946,0.0440892241895198,1.5317102224798873e-05,0.9476605653762816,7.929050298116636e-06,1.953600258275401e-05,2.5119436486420454e-07,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_2499.tif,3,0,Highway,AnnualCrop,0.9468417763710022,0,0.9468417763710022,1.077122107062678e-07,0.0004063445085193,0.0468207113444805,0.0001267978805117,4.732842717203312e-05,0.0054338490590453,1.9113285816274583e-06,0.0003166872484143,4.512151463131886e-06,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_1530.tif,6,2,PermanentCrop,HerbaceousVegetation,0.9417681097984314,0,3.605873280321248e-05,3.1681636755820364e-05,0.9417681097984314,5.74584373680409e-05,1.472862459195312e-05,0.000101877572888,0.0566933862864971,0.0012193358270451,4.227444208027009e-07,7.700338028371334e-05,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_1860.tif,3,6,Highway,PermanentCrop,0.9410852193832396,0,0.0019311176147311,3.724925591086503e-06,0.0045943409204483,0.0261157881468534,0.0259680803865194,7.911938155302778e-05,0.9410852193832396,0.0001230275229318,5.693562343367376e-05,4.260236528352834e-05,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_62.tif,6,2,PermanentCrop,HerbaceousVegetation,0.9371984004974364,0,9.86393861239776e-05,0.0003149288822896,0.9371984004974364,2.4120989110087976e-05,3.1662810215493664e-05,0.0001417878956999,0.0601716749370098,0.0018632858991622,3.271526793469093e-06,0.0001522834063507,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Pasture\Pasture_1786.tif,5,9,Pasture,SeaLake,0.9320015907287598,0,0.0512059032917022,0.0004437861789483,0.000341614941135,0.0002735618618316,0.0010882487986236,0.0098641170188784,0.0002989070490002,0.0039631999097764,0.0005191774689592,0.9320015907287598,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_502.tif,6,7,PermanentCrop,Residential,0.9307183027267456,0,0.0006101549370214,0.0557913817465305,0.0053914533928036,0.0015662687364965,0.0002650302485562,4.160159005550668e-05,0.001514577306807,0.9307183027267456,0.0003574564761947,0.00374377053231,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_1101.tif,2,6,HerbaceousVegetation,PermanentCrop,0.929850161075592,0,0.000126673723571,6.828131063230103e-06,0.0647295340895652,0.0001175328434328,0.0050233169458806,3.133454447379336e-05,0.929850161075592,9.67160303844139e-05,8.21517278382089e-06,9.610858796804678e-06,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_783.tif,1,2,Forest,HerbaceousVegetation,0.9289582371711732,0,0.0013445800868794,0.02653344348073,0.9289582371711732,0.0225012321025133,0.0008321042405441,0.0012892510276287,0.0033256753813475,0.0063879340887069,0.0034220297820866,0.0054055149666965,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_1357.tif,1,2,Forest,HerbaceousVegetation,0.9278618693351746,0,0.0002163866738555,0.0523759573698043,0.9278618693351746,0.0001199852922582,4.475051537156105e-05,0.0003344380820635,0.0178656745702028,0.0001741575106279,0.0001257383555639,0.0008808098500594,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_643.tif,4,7,Industrial,Residential,0.9272089600563048,0,6.64363278701785e-06,4.972760052623926e-07,0.0009041257435455,0.0001327363861491,0.0716378763318061,3.774751462515269e-07,9.714267071103676e-05,0.9272089600563048,1.6684410866218968e-06,9.905197657644749e-06,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_1764.tif,6,4,PermanentCrop,Industrial,0.924891710281372,0,0.0005517186946235,3.838635620923014e-06,0.0016781582962721,0.0184917394071817,0.924891710281372,6.101452891016379e-05,0.0529360100626945,0.0012263689422979,0.0001199091129819,3.9594469853909686e-05,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_2497.tif,3,4,Highway,Industrial,0.9228485226631165,0,2.389677865721751e-05,4.9096288421424106e-06,0.0006298088119365,0.0738773569464683,0.9228485226631165,1.303317094425438e-05,0.0003536406729836,0.0021448042243719,8.763046935200691e-05,1.6420586689491756e-05,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_1596.tif,3,0,Highway,AnnualCrop,0.9200853705406188,0,0.9200853705406188,3.0405888082896126e-06,0.0006336509250104,0.0709489285945892,0.0005025301361456,0.0002289571129949,0.000944958650507,2.994809256051667e-05,0.0052839634008705,0.0013387333601713,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_721.tif,0,6,AnnualCrop,PermanentCrop,0.9140217900276184,0,0.083798162639141,2.564402848292957e-06,0.000133795387228,0.0001130372402258,0.0002422342658974,0.0016128495335578,0.9140217900276184,2.59132866631262e-05,4.448442996363156e-05,5.163446985534392e-06,0.0
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_1303.tif,3,6,Highway,PermanentCrop,0.9009448289871216,0,0.0375299863517284,0.000247003568802,0.0004674783849623,0.004881321452558,0.0066333501599729,0.0383139587938785,0.9009448289871216,0.0091040758416056,0.0016268208855763,0.0002511846832931,0.0
